Component,Failure,DefectivePart,PartsReplaced,Cost,DealerComment_English
PREPARATIONS,DEFECT,SERVICE ENGINE,0,94.64,COMPLAINT ENGINE INDICATOR LAMP ON CAUSE ENGINE SYSTEM FAULT CORRECTION ENGINE SYSTEM CHECK + USE OF UDT + CLEAR FAULTS + TEST DRIVE
PREPARATIONS,DEFECT,CATALYTIC SILENCER,0,41.82,RECL Vehicle has a loss of power REASON Vehicle has a loss of power CORRECTION Easytest and forced regeneration of particle filter
PREPARATIONS,DEFECT,PUMP,0,97.44,COMPLAINT CHECK ENGINE FAULT CAUSE ERRORS IN ADBLUE SYSTEM CORRECTION DIAGNOSIS; READ/ERASE ERRORS; CHECK WIRING & FUSES; TEST; AFTER CHECK; --> EVERYTHING IS OK
PREPARATIONS,BREAK,DELIVERY LINE,2,951.94,"Goals warns about adblue Reason TROUBLESHOOTING, CONNECTING DIAGNOSTIC COMPUTER, ERROR CODES ON PUMP MODULE, FOLLOWED INSTRUCTIONS E-TIM, IDENTIFIED DEFECTIVE PUMP MODULE Change REPLACE DITO AND PRESSURE HOSE, DELETE ERROR CODES AND PERFORMED AD-BLUETEST, NEW TEST DRIVE AND FUNCTIONAL CHECK WITHOUT NOTE"
PREPARATIONS,SCORED,DELIVERY LINE,0,40.5,"COMPLAINT There is check engine active and vehicle loses power. CAUSE After ad blue system inspection and diagnostic check, we found that ad blue heater pipe was defective. CORRECTION Since ad blue pipe is on backorder, we had to repair ad blue heating pipe wiring as a temporary solution until the pipe arrives."
PREPARATIONS,DEFECT,DELIVERY LINE,0,40.5,COMPLAINT There is check engine active and vehicle loses power. CAUSE After ad blue system inspection and diagnostic check we found that ad blue heating pipe was defective. CORRECTION Since ad blue pipe was on backorder we had to repair ad blue heating pipe as a temporary solution until the pipe arrives.
PREPARATIONS,DEFECT,HEAT EXCHANGER,16,2688.234234,"RECL Engine light is on, vehicle then has no power REASON EGR heat exchanger defective CORRECTION According to WIT request: 106138198 the application should be resubmitted with a different mileage and a different acceptance date Read out error log, check bypass valve control, check EGR heat exchanger, check vacuum system, further procedure according to"
PREPARATIONS,RAVO REFLASH,CLUSTER,0,75.675675,RECL Airbag defect appears in the display when the ignition is switched on REASON Instrument panel software TFC (IPC) CORRECTION Updating the IPC software via UDT
PREPARATIONS,BREAK,ECU-BODY COMPUTER,0,302.5,"COMPLAIN THE LESSEE DROVE THE CAR ALL DAY YESTERDAY + THIS MORNING (25/3). NOW THE CAR WILL NOT START, IT DOESN'T TURN ON CAUSE TROUBLESHOOTING, DETERMINES IMMOBILIZER ACTIVE, OFF AND BATTERY CONNECTION, TRIAL START WITHOUT NOTE, DONE UPDATE BCM ACCORDING TO PREVIOUS INSTRUCTION FROM THD, ERASE FAILURE MEMORY, FUNCTION CHECK WITHOUT NOTE, CORRECTION TROUBLESHOOTING, DETERMINES IMMOBILIZER ACTIVE, OFF AND BATTERY CONNECTION, TRIAL START WITHOUT NOTE, DONE UPDATE BCM ACCORDING TO PREVIOUS INSTRUCTION FROM THD, ERASE FAILURE MEMORY, FUNCTION CHECK WITHOUT REMARK,"
PREPARATIONS,SHORT CIRCUIT,ECU-BODY COMPUTER,2,462.28,"COMPLAINT BODY FAILURE, DOORS DO NOT CLOSE OR OPEN WITH REMOTE CONTROL CAUSE INTERNAL SHORT CIRCUIT BODY COMPUTER SOLUTION UDT CONNECTION. FAULT READING. D-M BODY COMPUTER, PROGRAM. WIRING ADJUSTMENT AND CHECK OPERATION WITH FAULT CLEARING"
PREPARATIONS,DEFECT,DELIVERY LINE,1,294.8,"RECL Ad Blue error REASON Hose heating defective/short circuit CORRECTION -Preparation of U.D.T. station -Check control units, read and delete error memory -Diagnosis of engine EDC system carried out -Diagnosis of SCR system carried out -Diagnosis of AD Blue system carried out, electrical system hose heating checked and measured -Replace Ad Blue line from pump module to dossierer A-E -Ad Blue system checked after repair -Diagnosis of engine EDC system carried out after repair"
PREPARATIONS,BREAK,DELIVERY LINE,1,441.5,"COMPLAIN REPORTED ERROR 1: ENGINE FAILURE, THERE IS NO OTHER INFO FROM RESCUE OR STATION NOTE, COME RESCUED AT 04/27/2022 AT 14:24 //JB CAUSE ERROR MEMORY, ERROR INDICATION HEATING HOSE TO ADBLUE, DONE MEASURING HEATING LOOP SUPPLY LINE, DETERMINE INCORRECT VALUE, NEW FEEDER REQUIRED, REPLACEMENT DONE DITTO, ERASE ERROR MEMORY, DONE PROGRAMMING ECM, ACTION 1: - TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, READOUT FUNCTION CHECK AND TEST DRIVE WITHOUT REMARKS, CORRECTION ERROR MEMORY, ERROR INDICATION HEATER HOSE TO ADBLUE, DONE MEASURING HEATING LOOP SUPPLY LINE, DETERMINE INCORRECT VALUE, NEW FEEDER REQUIRED, REPLACEMENT DONE DITTO, ERASE ERROR MEMORY, DONE PROGRAMMING ECM, ACTION 1: - TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, READOUT FUNCTION CHECK AND TEST DRIVE WITHOUT NOTE,"
PREPARATIONS,DEFECTIVE CONTACTS,SPRING CLAMP,0,538.054055,"RECL When the indicator is confirmed, the vehicle shows ""doors open"" REASON Ground point LM8B no ground contact because the contact point has been painted CORRECTION Create diagnosis, check ground points on the front, to do this, remove and install the headlight, check the ground point of the interior lighting, to do this, expose the footwell on the passenger side - remove and install the ground cable and sand off the paint from the ground point - 500110WTR Remove and install the footwell trim - 769110BEF Check the ground cable of the interior lighting, to do this, remove and install, sand off the ground point"
PREPARATIONS,SHORT CIRCUIT,SWITCH,1,84.72,RECL LIGHTING UP OF THE MOTOREDC REASON PRESSURE SWITCH IN THE BALANCE BLOCK DEFECTIVE CORRECTION REPLACE SWITCH
PREPARATIONS,DEFECT,SWITCH,2,71.17,INCIDENT POWER PROBLEM CAUSE DEFAULT SOLUTION READING FAULTS + CLEARING THEM AND REPLACEMENT OF THE SWITCH
PREPARATIONS,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0,65.625,"COMPLAINT CODES CAUSE DPF regen state 000e74-0e,ecm ambient temp sensor 000ab-02-tpms CORRECTION Carried out dpr burn procedure completed correctly checked to see if EDC17C49 dcu needed update not required"
PREPARATIONS,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0,9.375,COMPLAINT check for aebs fault on dash CAUSE 00162c-02-can AEBS1 message erratic intermittent or incorrect data CORRECTION calibrated radar No SRT used extra labour see attached clocking
PREPARATIONS,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0,140.625,COMPLAINT Radar fault CAUSE ecu program CORRECTION Carried out calibration of radar updated radar and reprogrammed ecu used 1 coin see attached paperwork
PREPARATIONS,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0,37.5,COMPLAINT check engine light CAUSE various fault codes 7 reps for upstream NOx sensor CORRECTION connected UDT scan fault codes carried out diagnosis procedure of NOx sensor cleared faults
PREPARATIONS,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0,75,COMPLAINT Check engine light CAUSE relay bad connection CORRECTION scanned UDT fault for glow plugs bad connection checked fuses and relays cleared codes road tested okay Used extra labour to diagnose poor connection at relay 5 units
PREPARATIONS,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0,1125,COMPLAINT After 26x recall unable to scan vehicle CAUSE edc corrupted when attempting 26x recall CORRECTION Please see attached word document No SRT used extra labour see attached clocking
PREPARATIONS,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0,140.625,COMPLAINT AEBS fault CAUSE C1031-76 radar election misalign c05 46 00 radar vehicle wrong position 0p162c-02id mismatch CORRECTION Reprogrammed vin number carried out re calibration on radar used 1 coin @ $105 see attached paperwork
CONTROL UNIT TESTS,DEFECT,#,0,66.5,INCIDENT control of the lights on the dashboard CAUSE SOLUTION
CONTROL UNIT TESTS,DEFECT,CONTROL UNIT,0,92.5,RECL DPF INDICATOR LIGHT ACTIVE IN THE DISPLAY REASON THE SIGNAL BETWEEN THE LQT SENSOR AdBlue and THE DCU CONTROL UNIT IS FAULTY CORRECTION CHECKED
CONTROL UNIT TESTS,BLOCKAGE,PUMP,0,26.473684,"THE VEHICLE APPLIED TO OUR SERVICE FOR ROAD ASSISTANCE WHY OUR SERVICE WENT TO THE VEHICLE FOR ROAD ASSISTANCE FOR 60 KM. AS A RESULT OF THE INSPECTIONS CONDUCTED, IT WAS SEEN THAT THE VEHICLE HAD AN ADBLUE PRESSURE FAILURE DIAGNOSIS CONNECTION WAS MADE TO THE VEHICLE AND THE PROBLEM WAS COMPLETELY RESOLVED."
CONTROL UNIT TESTS,DEFECT,RELAY,1,169.29,RECL Error message: Start-Stop not available REASON Relay defective CORRECTION Diagnosis made. Relay replaced
CONTROL UNIT TESTS,BLOCKAGE,ECU-ENGINE,0,86.67,RECL Oil pressure lamp active REASON Software version in the control unit incorrect CORRECTION PROGRAMMING CONTROL UNITS VIA RAS (UDT) 5
CONTROL UNIT TESTS,INCORRECT ADJUSTMENT,ECU-EXPANSION MODULE,0,540,"RECL Particle filter generation is not carried out correctly, loss of power + error message THD 106519069. REASON Vehicle does not regenerate on its own. CORRECTION Programming requested by THD installed, forced regeneration carried out, error memory read out, THD opened, temperature sensor and wiring checked, THD 106519069, wiring checked under load."
CONTROL UNIT TESTS,DEFECT,ECU-ENGINE,0,77.25,"COMPLAINT VARIOUS WARNING LIGHTS ON DASHBOARD, EITHER ENGINE/ABS/BOITE CAUSE SINGLE-TIME STORED FAULTS CORRECTION DELETED + TEST DRIVE -> EXTRA TIME DTCs DO NOT RETURN"
CONTROL UNIT TESTS,LOW OUTPUT/EFFICIENCY,SAFETY BELT,0,37.59,Klgoal Customer complains that the buzzer for the safety harness goes on and on and stops suddenly. The customer wants this checked. Reason Found that there is a periodic error with a warning about safety harnesses connected. Change Logged in to UDT Tester for reading fault codes and and deleted fault codes.
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,67.5,DAMAGE TYPE CHECK ENGINE WARNING LIGHT CAUSE CHECK ENGINE WARNING LIGHT CAUSE CONTROL UNIT MISGRAMMING CORRECTION DIAGNOSIS AND RESETTING ERRORS FROM THE CONTROL UNIT.
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,40.5,"DAMAGE TYPE EDC DIAGNOSIS, CAUSE EDC DIAGNOSIS: WARNING LIGHTS TURNING ON CAUSE DEPROGRAMMING CONTROL UNIT CORRECTION DIAGNOSIS AND RESETTING ERRORS FROM CONTROL UNIT"
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,175.5,DAMAGE TYPE CHECK LIGHTS ARE ON CAUSE CHECK LIGHTS ARE ON CAUSE CONTROL UNIT DEPROGRAMMING CORRECTION CONTROL UNIT DIAGNOSIS AND PROGRAMMING VIA EASY STATION
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,103.5,DAMAGE TYPE check engine fault CAUSE check engine fault cause engine control unit error CORRECTION diagnosis and resetting errors from control unit
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,49.5,"DAMAGE TYPE CHECK ENGINE FAULT, CAUSE CHECK ENGINE FAULT, CAUSE CONTROL UNIT ERROR CORRECTION DIAGNOSIS AND RESETTING ERRORS FROM CONTROL UNIT"
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,103.5,DAMAGE TYPE CHECK LIGHTS ARE ON CAUSE CHECK LIGHTS ARE ON: CAUSE CONTROL UNIT DEPROGRAMMING CORRECTION DIAGNOSIS AND ERASING FAULT MEMORY
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,31.5,DAMAGE TYPE engine warning light on CAUSE engine warning light on due to control unit deprogramming CORRECTION diagnosis and deletion of fault memory.
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,63,DAMAGE TYPE CHECK ENGINE WARNING LIGHT CAUSE CHECK ENGINE WARNING LIGHT CAUSE OF CONTROL UNIT ERROR CORRECTION DIAGNOSIS AND DELETION OF FAULT MEMORY
CONTROL UNIT TESTS,"CONTROL,VERIFICATION",ELECTR. CONTR. UNIT,0,48,DAMAGE TYPE ... WARNING LIGHTS ON CAUSE ... ERRORS IN THE CONTROL UNIT CORRECTION ... DIAGNOSIS AND RESET
CONTROL UNIT TESTS,LOW OUTPUT/EFFICIENCY,ELECTR. CONTR. UNIT,0,358.15,INCIDENT TROUBLESHOOTING ON CUSTOMER SITE CAUSE POOR ENGINE POWER PLANT PERFORMANCE SOLUTION TROUBLESHOOTING ON SITE
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,54,DAMAGE TYPE check for anomaly CAUSE check for anomaly cause of errors on control unit CORRECTION diagnosis and cancellation of errors from control unit
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,36,DAMAGE TYPE ADBLUE LIGHT ON CAUSE ADBLUE LIGHT ON CAUSE CONTROL UNIT DEPROGRAMMING CORRECTION DIAGNOSIS AND RESETTING OF CONTROL UNIT ERRORS
CONTROL UNIT TESTS,INTERFERENCE,ELECTR. CONTR. UNIT,1,145.85,"COMPLAIN THE ENGINE LIGHT IS ON, THE CAR WILL NOT START CAUSE SYSTEM LOCKED UP CORRECTION COUPLED UP DATA, READ BY ERROR CODES RESTORE THE SYSTEM TEST DRIVEN STOPPED STARTED SEVERAL TIMES ECONOMY CONCERNS READING/ERASING ERROR CODES NOTE: THE ENGINE CONTROL UNIT HAS NOT BEEN REPLACED."
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,90,DAMAGE TYPE ENGINE FAILURE WARNING LIGHT CAUSE ENGINE FAILURE WARNING LIGHT CAUSE CONTROL UNIT PROGRAMMING CORRECTION DIAGNOSIS AND RESETTING ERRORS FROM THE CONTROL UNIT
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,29.26,DAMAGE TYPE CHECK ENGINE WARNING LIGHT CAUSE CHECK ENGINE WARNING LIGHT CAUSE ENGINE CONTROL UNIT ERROR CORRECTION DIAGNOSIS AND RESETTING ERRORS FROM THE CONTROL UNIT
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,85.5,"DAMAGE TYPE check engine anomaly, CAUSE check engine anomaly, cause control unit error CORRECTION diagnosis and resetting errors from control unit"
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,94.5,DAMAGE TYPE Check engine light CAUSE Check engine light Cause ECU deprogramming CORRECTION Diagnosis and error reset from ECU
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,13.5,DAMAGE TYPE WARNING LIGHT ON CAUSE WARNING LIGHT ON: CAUSE ENGINE CONTROL UNIT ERROR CORRECTION DIAGNOSTICS AND RESETTING ERRORS FROM CONTROL UNIT
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,81,DAMAGE TYPE CHECK VEHICLE LIMITED CAUSE CHECK VEHICLE LIMITED CAUSE VARIOUS WARNING LIGHTS ON CORRECTION DIAGNOSIS AND ERASING FAULT MEMORY
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,22.5,DAMAGE TYPE CHECK ENGINE LIGHT IS ON CAUSE CHECK ENGINE LIGHT IS ON CORRECTION DIAGNOSIS AND RESETTING ERRORS FROM THE CONTROL UNIT VIA EASY.
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,54,DAMAGE TYPE check engine light is on CAUSE check engine light is on cause control unit misprogramming CORRECTION diagnosis and error reset from control unit
CONTROL UNIT TESTS,"CONTROL,VERIFICATION",ELECTR. CONTR. UNIT,0,22.17,INCIDENT DIAG CAUSE DIAG SOLUTION DIAG
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,90,DAMAGE TYPE CHECK LIGHT ON CAUSE CHECK LIGHT ON CAUSE CONTROL UNIT DEPROGRAMMING CORRECTION DIAGNOSIS AND DELETION OF FAULT MEMORY FROM CONTROL UNIT
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,40.5,DAMAGE TYPE CHECK FOR ENGINE ANOMALY CAUSE CHECK FOR ENGINE ANOMALY: CAUSE DEPROGRAMMING OF CONTROL UNITS CORRECTION DIAGNOSIS AND RESETTING OF ERRORS FROM CONTROL UNIT
CONTROL UNIT TESTS,DEFECT,ELECTR. CONTR. UNIT,0,54,DAMAGE TYPE engine light on CAUSE engine light on: cause control unit deprogramming CORRECTION diagnosis and resetting errors in memory.
CONTROL UNIT TESTS,NO WARNING,ELECTR. CONTR. UNIT,0,68.6,"RECL ERROR MESSAGE: TIRE PRESSURE SENSOR REASON TIRE PRESSURE CONTROL UNIT MUST BE RESET CORRECTION DIAGNOSIS MADE. ""E""= TPMS, TIRE PRESSURE CONTROL UNIT RESET (NO POWER)"
CONTROL UNIT TESTS,NO WARNING,ELECTR. CONTR. UNIT,0,68.6,"RECL ERROR MESSAGE: TIRE PRESSURE SENSOR REASON TIRE PRESSURE CONTROL UNIT MUST BE RESET CORRECTION DIAGNOSIS MADE. ""E""= TPMS, TIRE PRESSURE CONTROL UNIT RESET (NO POWER)"
CONTROL UNIT TESTS,LEVEL INCORRECT,CATALYTIC SILENCER,0,105.56,"RECL Engine control light is on, no power REASON DPF incorrect quantity CORRECTION Tester connected to the vehicle, control unit diagnosis carried out and error log read out, components, wiring and connectors checked, forced regeneration of particle filter carried out, test drive and existing errors in the error log deleted."
CONTROL UNIT TESTS,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,0,64,DAMAGE TYPE CHECK REQUESTED BY JAWLA CAUSE ENGINE LIGHT ON CORRECTION CONTROL ROOM DIAGNOSTICS PERFORMED
CONTROL UNIT TESTS,INTERFERENCE,TANK/RESERVOIR,0,64.2,RECL Error message AD Blue system REASON Incorrect display by AD Blue tank sender CORRECTION Parameters checked and error memory deleted
CONTROL UNIT TESTS,INCORRECT ADJUSTMENT,ECU-BODY COMPUTER,5,1467.37,"RECL Permanent error Check AEBS and cruise control REASON Incorrect programming BC Asist 106647533 Asist 106536745 CORRECTION with the cooperation of the THD All tests carried out Kitas renewed with tachograph test All CAN data lines checked, half of the vehicle dismantled Control units checked Test drives carried out"
CONTROL UNIT TESTS,DEFECT,ECU-ENGINE,0,151.351351,RECL Air Bag Malfunction REASON Softwear Instrument Panel CORRECTION Updating the Softwear via UDT
CONTROL UNIT TESTS,"CONTROL,VERIFICATION",ECU-ENGINE,0,53,RECL Customer broke down on the Mosel. Perform RAS diagnosis REASON Control unit test procedure via RAS (UDT). PIP 26X due CORRECTION Perform PIP 26X
CONTROL UNIT TESTS,DEFECT,ECU-ENGINE,0,174.054055,"REKL Engine error/emissions error lights up. REASON Read error with UDT, no error in memory. The message regeneration incomplete lights up in the instrument panel. CORRECTION Temporary solution for managing Dataset/Ecuset EDC KA-ID: KA000005724. Program new dataset on ECM. Test drive with UDT, it now starts to regenerate independently, drive until regeneration is complete (1 hour). It has regenerated 150g during that time. Everything OK."
CONTROL UNIT TESTS,INCORRECT ASSEMBLY,ECU-ENGINE,0,31.16279,"COMPLAINT warning lights coming up on the dash. CAUSE connected utd read and found some historic faults on dash. was also requiring for 26t recall. CORRECTION cleared historic faults on dash, also carried out 26t recall."
CONTROL UNIT TESTS,DEFECT,ECU-ENGINE,0,25.355705,COMPLAINT DPF burns out every now and then and cannot burn out CPRZ faulty software CORRECTION programming performed in accordance with ETIM - screenshot attached
CONTROL UNIT TESTS,DEFECT,ECU-ENGINE,2,307.6,"COMPLAIN Adblue error message on the dashboard, 50km/h restriction in force. Adblue fault indication on the instrument panel, 50km/h limit in force. CAUSE ECONOMY: wiring inspection, adblue injection quantity and quality inspection. Good. Engine cannot be started, the vehicle can be started after programming 2 COIN engine controllers on and off. CORRECTION Deletion of error memory, test drive, the error did not return. 80 euros - Jawla invoices us. Error store clear, test drive, error not returned. 80 euros - Jawla bills us."
CONTROL UNIT TESTS,INCORRECT ADJUSTMENT,ECU-ENGINE,0,26.28,RECL Customer complaint: Engine won't start REASON Preparation UDT Finding: Error engine restart blocked CORRECTION Test control units and delete error memory
CONTROL UNIT TESTS,DEFECT,ECU-ENGINE,0,28.5,RECL The error message engine monitoring lights up in the combi REASON Read and delete error memory CORRECTION Read and delete error memory
CONTROL UNIT TESTS,ADJUSTMENT,ECU-ENGINE,0,194.16,INCIDENT ECM WARNING LIGHT AND POWER LOSS CAUSE VEHICLE DOES NOT REGENERATE SOLUTION CHECK - DPF BLOCKED UNABLE TO DO A REGENERATION DO A THD 106574094 - PROBLEM DUE TO UPDATES 26 X/T - REQUIRES A RETROFIT VIA THD - ONCE AVAILABLE - UPDATE ECU AND DO A FORCE REGEN - GOOD.
CONTROL UNIT TESTS,ADJUSTMENT,ECU-ENGINE,0,41,RECL New programming provided by THD of Jawla REASON New programming provided by THD of Jawla CORRECTION New programming provided by THD of Jawla
CONTROL UNIT TESTS,NO WARNING,ECU-ENGINE,0,13.65,COMPLAINT MTO. LIGHT ON IN PANEL CAUSE MTO. LIGHT ON IN PANEL - MTO. IS NOT DUE. SOLUTION DIAGNOSE FAULT AND CLEAR IT
CONTROL UNIT TESTS,DEFECT,ECU-ENGINE,0,174.054055,"RECL Engine error and DPF light up. REASON Read out error, search E-Time KA-ID: KA000005717 process. CORRECTION Open assistant REQUEST NO. :106545400 Install new software."
CONTROL UNIT TESTS,ADJUSTMENT,ECU-ENGINE,0,120,RECL Vehicle cannot be started. REASON Electrical system and plug connections checked. Immobilizer active. CORRECTION BCM control unit reprogrammed.
CONTROL UNIT TESTS,CATALYST EFFICIENCY IMPROVEMENT RHD,ECU-ENGINE,2,136.940937,COMPLAINT LACK OF POWER CAUSES THE PARTICLE FILTER IS FLOODED CORRECTION UPDATE SOFT ACCORDING TO DUTIES FROM ASSIST 106140443
CONTROL UNIT TESTS,NO WARNING,ECU-ENGINE,0,101.4,"RECL Various error messages in the display REASON Software control units CORRECTION Read and evaluate FSP, carry out parameter update control units"
CONTROL UNIT TESTS,INCORRECT RUNNING SPEED,ECU-ENGINE,0,279.729729,"REKL Engine lamp lights up. Vehicle is constantly regenerating REASON Software error CORRECTION Regenerate particle filter, software update according to KA000005717"
CONTROL UNIT TESTS,SULPHATION,SENSOR,1,113.69,"COMPLAINT VEHICLE JERKS CAUSE SULFATED SOLUTION PERFORM DIAGNOSIS, VIEW FAULTS, PARAMETERS AND CHECK INSTALLATION, CLEAN RADAR CONNECTOR INSTALLATION AND TEST VEHICLE"
CONTROL UNIT TESTS,SPONTANEOUS RELEASE,WIRE/CABLE,0,35,"RECL Read engine error log READ Error log read, SCR diagnosis, PM sensor wiring harness checked, PIN connector slipped back CORRECTION Bracket modified and pin reinserted, parameters checked and memory deleted"
